Word,Frequency,Line Number,Line Content
,,1330,Two fyngeres þay fonde of þe fowlest of alle.
,,1331,"Syþen þay slyt þe slot, sesed þe erber,"
,,1332,"Schaued wyth a scharp knyf, and þe schyre knitten;"
,,1333,"Syþen rytte þay þe foure lymmes, and rent of þe hyde,"
,,1334,"Þen brek þay þe balé, þe bowelez out token"
,,1335,Lystily for laucyng þe lere of þe knot;
,,1336,"Þay gryped to þe gargulun, and grayþely departed"
,,1337,"Þe wesaunt fro þe wynt-hole, and walt out þe guttez;"
,,1338,"Þen scher þay out þe schulderez with her scharp knyuez,"
,,1340,"Siþen britned þay þe brest and brayden hit in twynne,"
,,1341,"And eft at þe gargulun bigynez on þenne,"
,,1342,"Ryuez hit vp radly ryȝt to þe byȝt,"
,,1343,"Voydez out þe avanters, and verayly þerafter"
,,1344,Alle þe rymez by þe rybbez radly þay lance;
,,1345,"So ryde þay of by resoun bi þe rygge bonez,"
,,1346,"Euenden to þe haunche, þat henged alle samen,"
,,1348,"And þat þay neme for þe noumbles bi nome, as I trowe,"
,,1350,Bi þe byȝt al of þe þyȝes
,,1351,Þe lappez þay lance bihynde;
,,1353,Bi þe bakbon to vnbynde.
,,1354,"Boþe þe hede and þe hals þay hwen of þenne,"
,,1355,"And syþen sunder þay þe sydez swyft fro þe chyne,"
,,1356,And þe corbeles fee þay kest in a greue;
,,1357,"Þenn þurled þay ayþer þik side þurȝ bi þe rybbe,"
,,1358,"And henged þenne ayþer bi hoȝez of þe fourchez,"
,,1360,Vpon a felle of þe fayre best fede þay þayr houndes
,,1361,"Wyth þe lyuer and þe lyȝtez, þe leþer of þe paunchez,"
,,1366,Bi þat þe daylyȝt watz done þe douthe watz al wonen
,,1367,"Into þe comly castel, þer þe knyȝt bidez"
,,1370,Þe lorde is comen þertylle;
,,1373,"Thenne comaunded þe lorde in þat sale to samen alle þe meny,"
,,1374,Boþe þe ladyes on loghe to lyȝt with her burdes
,,1375,"Bifore alle þe folk on þe flette, frekez he beddez"
,,1378,"Techez hym to þe tayles of ful tayt bestes,"
,,1379,Schewez hym þe schyree grece schorne vpon rybbes.
,,1384,"'And al I gif yow, Gawayn,' quoþ þe gome þenne,"
,,1386,"'Þis is soth,' quoþ þe segge, 'I say yow þat ilke:"
,,1393,"'Hit is god,' quoþ þe godmon, 'grant mercy þerfore."
,,1394,"Hit may be such hit is þe better, and ȝe me breue wolde"
,,1403,"And syþen by þe chymné in chamber þay seten,"
,,1404,"Wyȝez þe walle wyn weȝed to hem oft,"
,,1405,And efte in her bourdyng þay bayþen in þe morn
,,1406,To fylle þe same forwardez þat þay byfore maden:
,,1409,Þay acorded of þe couenauntez byfore þe court alle;
,,1410,"Þe beuerage watz broȝt forth in bourde at þat tyme,"
,,1411,"Þenne þay louelych leȝten leue at þe last,"
,,1413,"Bi þat þe coke hade crowen and cakled bot þryse,"
,,1414,"Þe lorde watz lopen of his bedde, þe leudez vchone;"
,,1415,"So þat þe mete and þe masse watz metely delyuered,"
,,1416,"Þe douthe dressed to þe wod, er any day sprenged,"
,,1423,"Þe hunt rehayted þe houndez þat hit fyrst mynged,"
,,1425,"Þe howndez þat hit herde hastid þider swyþe,"
,,1426,"And fellen as fast to þe fuyt, fourty at ones;"
,,1428,"Ros, þat þe rocherez rungen aboute;"
,,1432,"In a knot bi a clyffe, at þe kerre syde,"
,,1433,"Þer as þe rogh rocher vnrydely watz fallen,"
,,1434,"Þay ferden to þe fyndyng, and frekez hem after;"
,,1435,"Þay vmbekesten þe knarre and þe knot boþe,"
,,1437,Þe best þat þer breued watz wyth þe blodhoundez.
,,1438,"Þenne þay beten on þe buskez, and bede hym vpryse,"
,,1440,"On þe sellokest swyn swenged out þere,"
,,1441,"Long sythen fro þe sounder þat siȝed for olde,"
,,1444,"For þre at þe fyrst þrast he þryȝt to þe erþe,"
,,1448,Mony watz þe myry mouthe of men and of houndez
,,1451,"Ful oft he bydez þe baye,"
,,1452,And maymez þe mute inn melle;
,,1453,"He hurtez of þe houndez, and þay"
,,1457,"Bot þe poyntez payred at þe pyth þat pyȝt in his scheldez,"
,,1458,And þe barbez of his browe bite non wolde--
,,1459,"Þaȝ þe schauen schaft schyndered in pecez,"
,,1460,Þe hede hypped aȝayn were-so-euer hit hitte.
,,1461,"Bot quen þe dyntez hym dered of her dryȝe strokez,"
,,1465,"Bot þe lorde on a lyȝt horce launces hym after,"
,,1468,Suande þis wylde swyn til þe sunne schafted.
,,1473,"Þe lady noȝt forȝate,"
,,1477,"Ho commes to þe cortyn, and at þe knyȝt totes."
,,1484,"And connez not of compaynye þe costez vndertake,"
,,1488,"'What is þat?' quoþ þe wyghe, 'Iwysse I wot neuer;"
,,1489,"If hit be sothe þat ȝe breue, þe blame is myn awen.'"
,,1490,"'Ȝet I kende yow of kyssyng,' quoþ þe clere þenne,"
,,1496,"'Ma fay,' quoþ þe meré wyf, 'ȝe may not be werned,"
,,1505,"Þe lady loutez adoun,"
,,1510,"'And yow wrathed not þerwyth, what were þe skylle"
,,1513,"And of alle cheualry to chose, þe chef þyng alosed"
,,1514,"Is þe lel layk of luf, þe lettrure of armes;"
,,1516,"Hit is þe tytelet token and tyxt of her werkkez,"
,,1529,"Why! ar ȝe lewed, þat alle þe los weldez?"
,,1537,"Gret is þe gode gle, and gomen to me huge,"
,,1541,"Bot to take þe toruayle to myself to trwluf expoun,"
,,1542,And towche þe temez of tyxt and talez of armez
,,1544,"Of þat art, bi þe half, or a hundreth of seche"
,,1556,"At þe last scho con hym kysse,"
,,1559,"Then ruþes hym þe renk and ryses to þe masse,"
,,1561,"Þe lede with þe ladyez layked alle day,"
,,1562,"Bot þe lorde ouer þe londez launced ful ofte,"
,,1563,"Swez his vncely swyn, þat swyngez bi þe bonkkez"
,,1564,And bote þe best of his brachez þe bakkez in sunder
,,1567,So felle flonez þer flete when þe folk gedered.
,,1568,"Bot ȝet þe styffest to start bi stoundez he made,"
,,1569,"Til at þe last he watz so mat he myȝt no more renne,"
,,1570,Bot in þe hast þat he myȝt he to a hole wynnez
,,1571,Of a rasse bi a rokk þer rennez þe boerne.
,,1572,"He gete þe bonk at his bak, bigynez to scrape,"
,,1573,"Þe froþe femed at his mouth vnfayre bi þe wykez,"
,,1575,Alle þe burnez so bolde þat hym by stoden
,,1582,"Til þe knyȝt com hymself, kachande his blonk,"
,,1583,"Syȝ hym byde at þe bay, his burnez bysyde;"
,,1586,Foundez fast þurȝ þe forth þer þe felle bydez.
,,1587,"Þe wylde watz war of þe wyȝe with weppen in honde,"
,,1588,"Hef hyȝly þe here, so hetterly he fnast"
,,1589,"Þat fele ferde for þe freke, lest felle hym þe worre."
,,1590,"Þe swyn settez hym out on þe segge euen,"
,,1591,Þat þe burne and þe bor were boþe vpon hepez
,,1592,"In þe wyȝtest of þe water; þe worre hade þat oþer,"
,,1593,"For þe mon merkkez hym wel, as þay mette fyrst,"
,,1594,"Set sadly þe scharp in þe slot euen,"
,,1595,"Hit hym vp to þe hult, þat þe hert schyndered,"
,,1596,"And he ȝarrande hym ȝelde, and ȝedoun þe water"
,,1604,"Brachetes bayed þat best, as bidden þe maysterez"
,,1609,"And syþen rendez him al roghe bi þe rygge after,"
,,1610,"Braydez out þe boweles, brennez hom on glede,"
,,1612,"Syþen he britnez out þe brawen in bryȝt brode cheldez,"
,,1613,"And hatz out þe hastlettez, as hiȝtly bisemez;"
,,1614,"And ȝet hem halchez al hole þe haluez togeder,"
,,1617,Þe bores hed watz borne bifore þe burnes seluen
,,1618,Þat him forferde in þe forþe þurȝ forse of his honde
,,1624,"Þe lorde ful lowde with lote and laȝter myry,"
,,1626,"Þe goude ladyez were geten, and gedered þe meyny,"
,,1627,"He schewez hem þe scheldez, and schapes hem þe tale"
,,1628,"Of þe largesse and þe lenþe, þe liþernez alse"
,,1629,Of þe were of þe wylde swyn in wod þer he fled.
,,1632,"For suche a brawne of a best, þe bolde burne sayde,"
,,1634,"Þenne hondeled þay þe hoge hed, þe hende mon hit praysed,"
,,1635,And let lodly þerat þe lorde for to here.
,,1636,"'Now, Gawayn,' quoþ þe godmon, 'þis gomen is your awen"
,,1638,"'Hit is sothe,' quoþ þe segge, 'and as siker trwe"
,,1640,"He hent þe haþel aboute þe halse, and hendely hym kysses,"
,,1641,And eftersones of þe same he serued hym þere.
,,1642,"'Now ar we euen,' quoþ þe haþel, 'in þis euentide"
,,1643,"Of alle þe couenauntes þat we knyt, syþen I com hider,"
,,1645,"Þe lorde sayde, 'Bi saynt Gile,"
,,1646,Ȝe ar þe best þat I knowe!
,,1654,"Aboute þe fyre vpon flet, and on fele wyse"
,,1655,"At þe soper and after, mony aþel songez,"
,,1657,"With al þe manerly merþe þat mon may of telle,"
,,1658,And euer oure luflych knyȝt þe lady bisyde.
,,1661,"Þat al forwondered watz þe wyȝe, and wroth with hymseluen,"
,,1663,"Bot dalt with hir al in daynté, how-se-euer þe dede turned"
,,1668,And to þe chemné þay past.
,,1670,To norne on þe same note on Nwe Ȝerez euen;
,,1671,"Bot þe knyȝt craued leue to kayre on þe morn,"
,,1672,For hit watz neȝ at þe terme þat he to schulde.
,,1673,"Þe lorde hym letted of þat, to lenge hym resteyed,"
,,1675,"Þou schal cheue to þe grene chapel þy charres to make,"
,,1678,"And I schal hunt in þis holt, and halde þe towchez,"
,,1679,"Chaunge wyth þe cheuisaunce, bi þat I charre hider;"
,,1680,"For I haf fraysted þe twys, and faythful I fynde þe."
,,1681,"Now ""þrid tyme þrowe best"" þenk on þe morne,"
,,1683,For þe lur may mon lach when-so mon lykez.'
,,1689,"Þe lorde þat his craftez kepes,"
,,1692,"Miry watz þe mornyng, his mounture he askes."
,,1693,Alle þe haþeles þat on horse schulde helden hym after
,,1694,Were boun busked on hor blonkkez bifore þe halle ȝatez.
,,1695,"Ferly fayre watz þe folde, for þe forst clenged;"
,,1696,"In rede rudede vpon rak rises þe sunne,"
,,1697,And ful clere costez þe clowdes of þe welkyn.
,,1700,"Summe fel in þe fute þer þe fox bade,"
,,1702,"A kenet kyres þerof, þe hunt on hym calles;"
,,1710,"At þe last bi a littel dich he lepez ouer a spenne,"
,,1712,Went haf wylt of þe wode with wylez fro þe houndes;
,,1718,With alle þe wo on lyue
,,1719,To þe wod he went away.
,,1720,"Thenne watz hit list vpon lif to lyþen þe houndez,"
,,1721,"When alle þe mute hade hym met, menged togeder:"
,,1723,As alle þe clamberande clyffes hade clatered on hepes;
,,1727,"And ay þe titleres at his tayl, þat tary he ne myȝt;"
,,1730,"And ȝe he lad hem bi lagmon, þe lorde and his meyny,"
,,1731,"On þis maner bi þe mountes quyle myd-ouer-vnder,"
,,1732,Whyle þe hende knyȝt at home holsumly slepes
,,1733,"Withinne þe comly cortynes, on þe colde morne."
,,1734,"Bot þe lady for luf let not to slepe,"
,,1735,"Ne þe purpose to payre þat pyȝt in hir hert,"
,,1737,"In a mery mantyle, mete to þe erþe,"
,,1739,No hwef goud on hir hede bot þe haȝer stones
,,1743,"Ho comez withinne þe chambre dore, and closes hit hir after,"
,,1744,"Wayuez vp a wyndow, and on þe wyȝe callez,"
,,1754,"At þe grene chapel, when he þe gome metes,"
,,1757,"Swenges out of þe sweuenes, and swarez with hast."
,,1758,"Þe lady luflych com laȝande swete,"
,,1772,"Nurned hym so neȝe þe þred, þat nede hym bihoued"
,,1777,"'God schylde,' quoþ þe schalk, 'þat schal not befalle!'"
,,1779,Alle þe spechez of specialté þat sprange of her mouthe.
,,1780,"Quoþ þat burde to þe burne, 'Blame ȝe disserue,"
,,1782,"Bifore alle þe wyȝez in þe worlde wounded in hert,"
,,1787,For alle þe lufez vpon lyue layne not þe soþe
,,1789,"Þe knyȝt sayde, 'Be sayn Jon,'"
,,1792,Ne non wil welde þe quile.'
,,1801,"Þat I may mynne on þe, mon, my mournyng to lassen.'"
,,1803,"Þe leuest þing for þy luf þat I in londe welde,"
,,1820,Þat bere blusschande bemez as þe bryȝt sunne;
,,1822,"Bot þe renk hit renayed, and redyly he sayde,"
,,1832,"Knit vpon hir kyrtel vnder þe clere mantyle,"
,,1835,"And þat ho bede to þe burne, and blyþely bisoȝt,"
,,1839,To acheue to þe chaunce þat he hade chosen þere.
,,1847,"'Now forsake ȝe þis silke,' sayde þe burde þenne,"
,,1850,"Bot who-so knew þe costes þat knit ar þerinne,"
,,1856,"Þen kest þe knyȝt, and hit come to his hert"
,,1857,Hit were a juel for þe jopardé þat hym iugged were:
,,1858,"When he acheued to þe chapel his chek for to fech,"
,,1859,"Myȝt he haf slypped to be vnslayn, þe sleȝt were noble."
,,1861,And ho bere on hym þe belt and bede hit hym swyþe--
,,1864,Bot to lelly layne fro hir lorde; þe leude hym acordez
,,1870,Ho hatz kyst þe knyȝt so toȝt.
,,1875,"Lays vp þe luf-lace þe lady hym raȝt,"
,,1877,"Syþen cheuely to þe chapel choses he þe waye,"
,,1882,"Of þe more and þe mynne, and merci besechez,"
,,1883,And of absolucioun he on þe segge calles;
,,1885,As domezday schulde haf ben diȝt on þe morn.
,,1886,"And syþen he mace hym as mery among þe fre ladyes,"
,,1888,"As neuer he did bot þat daye, to þe derk nyȝt,"
,,1895,Ȝet is þe lorde on þe launde ledande his gomnes.
,,1897,"As he sprent ouer a spenne to spye þe schrewe,"
,,1898,"Þer as he herd þe howndes þat hasted hym swyþe,"
,,1900,And alle þe rabel in a res ryȝt at his helez.
,,1901,"Þe wyȝe watz war of þe wylde, and warly abides,"
,,1902,"And braydez out þe bryȝt bronde, and at þe best castez."
,,1903,"And he schunt for þe scharp, and schulde haf arered;"
,,1905,"And ryȝt bifore þe hors fete þay fel on hym alle,"
,,1907,"Þe lorde lyȝtez bilyue, and lachez hym sone,"
,,1908,"Rased hym ful radly out of þe rach mouþes,"
,,1912,Ay rechatande aryȝt til þay þe renk seȝen.
,,1916,"Hit watz þe myriest mute þat euer men herde,"
,,1917,Þe rich rurd þat þer watz raysed for Renaude saule
,,1925,"Þe lorde is lyȝt at þe laste at hys lef home,"
,,1926,"Fyndez fire vpon flet, þe freke þer-byside,"
,,1927,"Sir Gawayn þe gode, þat glad watz withalle,"
,,1928,Among þe ladies for luf he ladde much ioye;
,,1929,"He were a bleaunt of blwe þat bradde to þe erþe,"
,,1933,"He metez me þis godmon inmyddez þe flore,"
,,1937,"Þen acoles he þe knyȝt and kysses hym þryes,"
,,1941,"'Ȝe, of þe chepe no charg,' quoþ chefly þat oþer,"
,,1942,'As is pertly payed þe chepez þat I aȝte.'
,,1945,Bot þis foule fox felle--þe fende haf þe godez!--
,,1950,"'I þonk yow, bi þe rode',"
,,1951,And how þe fox watz slayn
,,1956,Gawayn and þe godemon so glad were þay boþe--
,,1957,"Bot if þe douthe had doted, oþer dronken ben oþer."
,,1958,"Boþe þe mon and þe meyny maden mony iapez,"
,,1959,Til þe sesoun watz seȝen þat þay seuer moste;
,,1960,Burnez to hor bedde behoued at þe laste.
,,1961,Þenne loȝly his leue at þe lorde fyrst
,,1964,"Your honour at þis hyȝe fest, þe hyȝe kyng yow ȝelde!"
,,1968,"Þe gate to þe grene chapel, as God wyl me suffer"
,,1969,To dele on Nw Ȝerez day þe dome of my wyrdes.'
,,1970,"'In god fayþe,' quoþ þe godmon, 'wyth a goud wylle"
,,1972,"Þer asyngnes he a seruaunt to sett hym in þe waye,"
,,1973,"And coundue hym by þe downez, þat he no drechch had,"
,,1974,For to ferk þurȝ þe fryth and fare at þe gaynest
,,1976,"Þe lorde Gawayn con þonk,"
,,1979,Þe knyȝt hatz tan his leue.
,,1984,Syþen fro þe meyny he menskly departes;
,,1993,"For he hade muche on þe morn to mynne, ȝif he wolde,"
,,2000,"NOW neȝez þe Nw Ȝere, and þe nyȝt passez,"
,,2001,"Þe day dryuez to þe derk, as Dryȝtyn biddez;"
,,2002,"Bot wylde wederez of þe worlde wakned þeroute,"
,,2003,"Clowdes kesten kenly þe colde to þe erþe,"
,,2004,"Wyth nyȝe innoghe of þe norþe, þe naked to tene;"
,,2005,"Þe snawe snitered ful snart, þat snayped þe wylde;"
,,2006,"Þe werbelande wynde wapped fro þe hyȝe,"
,,2008,"Þe leude lystened ful wel þat leȝ in his bedde,"
,,2010,Bi vch kok þat crue he knwe wel þe steuen.
,,2011,"Deliuerly he dressed vp, er þe day sprenged,"
,,2017,"Fyrst he clad hym in his cloþez þe colde for to were,"
,,2020,Þe ryngez rokked of þe roust of his riche bruny;
,,2025,"Þe gayest into Grece,"
,,2026,Þe burne bede bryng his blonk.
,,2027,Whyle þe wlonkest wedes he warp on hymseluen--
,,2028,His cote wyth þe conysaunce of þe clere werkez
,,2032,"Ȝet laft he not þe lace, þe ladiez gifte,"
,,2034,"Bi he hade belted þe bronde vpon his balȝe haunchez,"
,,2037,"Þe gordel of þe grene silke, þat gay wel bisemed,"
,,2040,"For pryde of þe pendauntez, þaȝ polyst þay were,"
,,2041,"And þaȝ þe glyterande golde glent vpon endez,"
,,2045,Bi þat þe bolde mon boun
,,2047,Alle þe meyny of renoun
,,2052,"Þe wyȝe wynnez hym to and wytez on his lyre,"
,,2055,"Þe mon hem maynteines, ioy mot þay haue;"
,,2056,Þe leue lady on lyue luf hir bityde;
,,2058,"And halden honour in her honde, þe haþel hem ȝelde"
,,2059,"Þat haldez þe heuen vpon hyȝe, and also yow alle!"
,,2065,"And he startez on þe ston, stod he no lenger"
,,2071,"The brygge watz brayde doun, and þe brode ȝatez"
,,2073,"Þe burne blessed hym bilyue, and þe bredez passed--"
,,2074,"Prayses þe porter bifore þe prynce kneled,"
,,2078,Þer þe ruful race he schulde resayue.
,,2080,Þay clomben bi clyffez þer clengez þe colde.
,,2081,"Þe heuen watz vphalt, bot vgly þer-vnder;"
,,2082,"Mist muged on þe mor, malt on þe mountez,"
,,2086,"Wela wylle watz þe way þer þay bi wod schulden,"
,,2087,Til hit watz sone sesoun þat þe sunne ryses
,,2090,Þe quyte snaw lay bisyde;
,,2091,Þe burne þat rod hym by
,,2098,"Wolde ȝe worch bi my wytte, ȝe worþed þe better."
,,2099,Þe place þat ȝe prece to ful perelous is halden;
,,2100,"Þer wonez a wyȝe in þat waste, þe worst vpon erþe,"
,,2103,And his body bigger þen þe best fowre
,,2105,"He cheuez þat chaunce at þe chapel grene,"
,,2109,"For be hit chorle oþer chaplayn þat bi þe chapel rydes,"
,,2112,"Forþy I say þe, as soþe as ȝe in sadel sitte,"
,,2113,"Com ȝe þere, ȝe be kylled, may þe knyȝt rede,"
,,2120,"'Forþy, goude Sir Gawayn, let þe gome one,"
,,2125,"As help me God and þe halydam, and oþez innoghe,"
,,2129,"'Wel worth þe, wyȝe, þat woldez my gode,"
,,2134,"Bot I wyl to þe chapel, for chaunce þat may falle,"
,,2135,"And talk wyth þat ilk tulk þe tale þat me lyste,"
,,2136,"Worþe hit wele oþer wo, as þe wyrde lykez"
,,2144,"And þe lyst lese þy lyf, þe lette I ne kepe."
,,2147,Til þou be broȝt to þe boþem of þe brem valay;
,,2148,"Þenne loke a littel on þe launde, on þi lyfte honde,"
,,2149,"And þou schal se in þat slade þe self chapel,"
,,2150,And þe borelych burne on bent þat hit kepez.
,,2151,"Now farez wel, on Godez half, Gawayn þe noble!"
,,2152,"For alle þe golde vpon grounde I nolde go wyth þe,"
,,2153,Ne bere þe felaȝschip þurȝ þis fryth on fote fyrre.'
,,2154,"Bi þat þe wyȝe in þe wod wendez his brydel,"
,,2155,"Hit þe hors with þe helez as harde as he myȝt,"
,,2156,"Lepez hym ouer þe launde, and leuez þe knyȝt þere"
,,2162,"Thenne gyrdez he to Gryngolet, and gederez þe rake,"
,,2164,Ridez þurȝ þe roȝe bonk ryȝt to þe dale;
,,2169,Þe skwez of þe scowtes skayned hym þoȝt.
,,2171,And ofte chaunged his cher þe chapel to seche:
,,2174,"A balȝ berȝ bi a bonke þe brymme bysyde,"
,,2176,Þe borne blubred þerinne as hit boyled hade.
,,2177,"Þe knyȝt kachez his caple, and com to þe lawe,"
,,2179,Þe rayne and his riche with a roȝe braunche.
,,2180,"Þenne he boȝez to þe berȝe, aboute hit he walkez,"
,,2182,"Hit hade a hole on þe ende and on ayþer syde,"
,,2187,"'We! Lorde,' quoþ þe gentyle knyȝt,"
,,2188,'Wheþer þis be þe grene chapelle?
,,2190,Þe dele his matynnes telle!
,,2193,Wel bisemez þe wyȝe wruxled in grene
,,2194,Dele here his deuocioun on þe deuelez wyse.
,,2195,"Now I fele hit is þe fende, in my fyue wyttez,"
,,2198,Hit is þe corsedest kyrk þat euer I com inne!'
,,2200,He romez vp to þe roffe of þe roȝ wonez.
,,2202,"Biȝonde þe broke, in a bonk, a wonder breme noyse,"
,,2203,"Quat! hit clatered in þe clyff, as hit cleue schulde,"
,,2208,"Is ryched at þe reuerence me, renk, to mete"
,,2214,Thenne þe knyȝt con calle ful hyȝe:
,,2219,"'Abyde', quoþ on on þe bonke abouen ouer his hede,"
,,2220,'And þou schal haf al in hast þat I þe hyȝt ones.'
,,2225,"A denez ax nwe dyȝt, þe dynt with to ȝelde,"
,,2226,"With a borelych bytte bende by þe halme,"
,,2229,"And þe gome in þe grene gered as fyrst,"
,,2230,"Boþe þe lyre and þe leggez, lokkez and berde,"
,,2231,"Saue þat fayre on his fote he foundez on þe erþe,"
,,2232,"Sette þe stele to þe stone, and stalked bysyde."
,,2233,"When he wan to þe watter, þer he wade nolde,"
,,2237,"Sir Gawayn þe knyȝt con mete,"
,,2240,Of steuen mon may þe trowe.'
,,2241,"'Gawayn,' quoþ þat grene gome, 'God þe mot loke!"
,,2244,And þou knowez þe couenauntez kest vus bytwene:
,,2245,"At þis tyme twelmonyth þou toke þat þe falled,"
,,2246,And I schulde at þis Nwe Ȝere ȝeply þe quyte.
,,2250,Busk no more debate þen I þe bede þenne
,,2253,I schal gruch þe no grwe for grem þat fallez.
,,2254,"Bot styȝtel þe vpon on strok, and I schal stonde stylle"
,,2255,"And warp þe no wernyng to worch as þe lykez,"
,,2257,"He lened with þe nek, and lutte,"
,,2261,"THEN þe gome in þe grene grayþed hym swyþe,"
,,2263,"With alle þe bur in his body he ber hit on lofte,"
,,2269,And schranke a lytel with þe schulderes for þe scharp yrne.
,,2270,"Þat oþer schalk wyth a schunt þe schene wythhaldez,"
,,2271,And þenne repreued he þe prynce with mony prowde wordez:
,,2272,"'Þou art not Gawayn,' quoþ þe gome, 'þat is so goud halden,"
,,2280,Wherfore þe better burne me burde be called
,,2284,"Bot þaȝ my hede falle on þe stonez,"
,,2286,"'Bot busk, burne, bi þi fayth, and bryng me to þe poynt."
,,2288,"For I schal stonde þe a strok, and start no more"
,,2290,"'Haf at þe þenne!' quoþ þat oþer, and heuez hit alofte,"
,,2292,"He myntez at hym maȝtyly, bot not þe mon rynez,"
,,2295,"Bot stode stylle as þe ston, oþer a stubbe auþer"
,,2297,"Þen muryly efte con he mele, þe mon in þe grene:"
,,2299,"Halde þe now þe hyȝe hode þat Arþur þe raȝt,"
,,2312,With þe barbe of þe bitte bi þe bare nek;
,,2314,"Bot snyrt hym on þat on syde, þat seuered þe hyde."
,,2315,"Þe scharp schrank to þe flesche þurȝ þe schyre grece,"
,,2316,Þat þe schene blod ouer his schulderes schot to þe erþe;
,,2317,"And quen þe burne seȝ þe blode blenk on þe snawe,"
,,2330,"Þe couenaunt schop ryȝt so,"
,,2334,"Sette þe schaft vpon schore, and to þe scharp lened,"
,,2335,"And loked to þe leude þat on þe launde ȝede,"
,,2339,And wyth a rynkande rurde he to þe renk sayde:
,,2341,"No mon here vnmanerly þe mysboden habbez,"
,,2343,"I hyȝt þe a strok and þou hit hatz, halde þe wel payed;"
,,2344,I relece þe of þe remnaunt of ryȝtes alle oþer.
,,2346,"I couþe wroþeloker haf waret, to þe haf wroȝt anger."
,,2347,"Fyrst I mansed þe muryly with a mynt one,"
,,2348,"And roue þe wyth no rof-sore, with ryȝt I þe profered"
,,2349,"For þe forwarde þat we fest in þe fyrst nyȝt,"
,,2350,"And þou trystyly þe trawþe and trwly me haldez,"
,,2351,"Al þe gayne þow me gef, as god mon schulde."
,,2352,"Þat oþer munt for þe morne, mon, I þe profered,"
,,2353,Þou kyssedes my clere wyf--þe cossez me raȝtez.
,,2354,For boþe two here I þe bede bot two bare myntes
,,2358,"At þe þrid þou fayled þore,"
,,2359,And þerfor þat tappe ta þe.
,,2361,"Myn owen wyf hit þe weued, I wot wel for soþe."
,,2363,And þe wowyng of my wyf: I wroȝt hit myseluen.
,,2364,"I sende hir to asay þe, and sothly me þynkkez"
,,2365,On þe fautlest freke þat euer on fote ȝede;
,,2366,"As perle bi þe quite pese is of prys more,"
,,2370,Bot for ȝe lufed your lyf; þe lasse I yow blame.'
,,2373,"Alle þe blode of his brest blende in his face,"
,,2374,Þat al he schrank for schome þat þe schalk talked.
,,2375,Þe forme worde vpon folde þat þe freke meled:
,,2378,"Þenne he kaȝt to þe knot, and þe kest lawsez,"
,,2379,Brayde broþely þe belt to þe burne seluen:
,,2380,"'Lo! þer þe falssyng, foule mot hit falle!"
,,2392,"'I halde hit hardily hole, þe harme þat I hade."
,,2394,"And hatz þe penaunce apert of þe poynt of myn egge,"
,,2395,"I halde þe polysed of þat plyȝt, and pured as clene"
,,2397,"And I gif þe, sir, þe gurdel þat is golde-hemmed,"
,,2401,Of þe chaunce of þe grene chapel at cheualrous knyȝtez.
,,2403,And we schyn reuel þe remnaunt of þis ryche fest
,,2405,Þer laþed hym fast þe lorde
,,2409,"'Nay, for soþe,' quoþ þe segge, and sesed hys helme,"
,,2410,"And hatz hit of hendely, and þe haþel þonkkez,"
,,2424,"For þes wer forne þe freest, þat folȝed alle þe sele"
,,2432,"Þat wyl I welde wyth guod wylle, not for þe wynne golde,"
,,2433,"Ne þe saynt, ne þe sylk, ne þe syde pendaundes,"
,,2434,"For wele ne for worchyp, ne for þe wlonk werkkez,"
,,2437,"Þe faut and þe fayntyse of þe flesche crabbed,"
,,2440,Þe loke to þis luf-lace schal leþe my hert.
,,2442,Syn ȝe be lorde of þe ȝonder londe þer I haf lent inne
,,2443,Wyth yow wyth worschyp--þe wyȝe hit yow ȝelde
,,2444,Þat vphaldez þe heuen and on hyȝ sittez--
,,2446,"'Þat schal I telle þe trwly,' quoþ þat oþer þenne,"
,,2450,Þe maystrés of Merlyn mony hatz taken--
,,2454,Morgne þe goddes
,,2459,"For to assay þe surquidré, ȝif hit soth were"
,,2460,Þat rennes of þe grete renoun of þe Rounde Table;
,,2464,With his hede in his honde bifore þe hyȝe table.
,,2465,"Þat is ho þat is at home, þe auncian lady;"
,,2467,"Þe duches doȝter of Tyntagelle, þat dere Vter after"
,,2469,"Þerfore I eþe þe, haþel, to com to þyn aunt,"
,,2470,"Make myry in my hous; my meny þe louies,"
,,2471,"And I wol þe as wel, wyȝe, bi my faythe,"
,,2475,"To þe prynce of paradise, and parten ryȝt þere"
,,2478,"To þe knygez burȝ buskez bolde,"
,,2479,And þe knyȝt in þe enker-grene
,,2481,Wylde wayez in þe worlde Wowen now rydez
,,2482,"On Gryngolet, þat þe grace hade geten of his lyue;"
,,2486,"Þe hurt watz hole þat he hade hent in his nek,"
,,2487,And þe blykkande belt he bere þeraboute
,,2489,"Loken vnder his lyfte arme, þe lace, with a knot,"
,,2491,"And þus he commes to þe court, knyȝt al in sounde."
,,2492,Þer wakned wele in þat wone when wyst þe grete
,,2494,"Þe kyng kyssez þe knyȝt, and þe whene alce,"
,,2497,"Biknowez alle þe costes of care þat he hade,"
,,2498,"Þe chaunce of þe chapel, þe chere of þe knyȝt,"
,,2499,"Þe luf of þe ladi, þe lace at þe last."
,,2500,Þe nirt in þe nek he naked hem schewed
,,2501,Þat he laȝt for his vnleuté at þe leudes hondes
,,2505,"Þe blod in his face con melle,"
,,2507,"'Lo! lorde,' quoþ þe leude, and þe lace hondeled,"
